/home/rs/24CS91R08/miniconda3/envs/venv/lib/python3.10/site-packages/torch/utils/data/dataloader.py:624: UserWarning: This DataLoader will create 8 worker processes in total. Our suggested max number of worker in current system is 2, which is smaller than what this DataLoader is going to create. Please be aware that excessive worker creation might get DataLoader running slow or even freeze, lower the worker number to avoid potential slowness/freeze if necessary.
  warnings.warn(
[DEVICE] cuda
[GPU] NVIDIA L40 | VRAM 47.7GB
[MODEL] Loading processors...
[DATA] Building datasets...
[LLaVA-Instruct] 361411 samples
[GQA Train] 72140 unique image samples
[TextVQA] 34602 samples
[DATA] Total train samples: 468153
[MODEL] Loading CLIP (frozen)...

Loading weights:   0%|          | 0/199 [00:00<?, ?it/s]
Loading weights: 100%|██████████| 199/199 [00:00<00:00, 53572.95it/s]
[transformers] [1mCLIPVisionModel LOAD REPORT[0m from: openai/clip-vit-base-patch32
Key                                                          | Status     |  | 
-------------------------------------------------------------+------------+--+-
text_model.encoder.layers.{0...11}.mlp.fc2.weight            | UNEXPECTED |  | 
text_model.encoder.layers.{0...11}.mlp.fc2.bias              | UNEXPECTED |  | 
text_model.encoder.layers.{0...11}.self_attn.k_proj.bias     | UNEXPECTED |  | 
text_model.encoder.layers.{0...11}.mlp.fc1.weight            | UNEXPECTED |  | 
text_model.encoder.layers.{0...11}.self_attn.out_proj.bias   | UNEXPECTED |  | 
text_model.encoder.layers.{0...11}.self_attn.out_proj.weight | UNEXPECTED |  | 
text_model.encoder.layers.{0...11}.layer_norm1.weight        | UNEXPECTED |  | 
text_model.embeddings.token_embedding.weight                 | UNEXPECTED |  | 
text_model.encoder.layers.{0...11}.layer_norm2.weight        | UNEXPECTED |  | 
logit_scale                                                  | UNEXPECTED |  | 
text_model.encoder.layers.{0...11}.self_attn.k_proj.weight   | UNEXPECTED |  | 
text_model.encoder.layers.{0...11}.mlp.fc1.bias              | UNEXPECTED |  | 
text_model.encoder.layers.{0...11}.self_attn.q_proj.weight   | UNEXPECTED |  | 
text_model.encoder.layers.{0...11}.self_attn.v_proj.bias     | UNEXPECTED |  | 
text_model.encoder.layers.{0...11}.layer_norm1.bias          | UNEXPECTED |  | 
text_model.encoder.layers.{0...11}.self_attn.v_proj.weight   | UNEXPECTED |  | 
text_model.encoder.layers.{0...11}.layer_norm2.bias          | UNEXPECTED |  | 
text_model.encoder.layers.{0...11}.self_attn.q_proj.bias     | UNEXPECTED |  | 
text_model.final_layer_norm.bias                             | UNEXPECTED |  | 
text_model.embeddings.position_embedding.weight              | UNEXPECTED |  | 
text_model.final_layer_norm.weight                           | UNEXPECTED |  | 
text_projection.weight                                       | UNEXPECTED |  | 
visual_projection.weight                                     | UNEXPECTED |  | 

Notes:
- UNEXPECTED:	can be ignored when loading from different task/architecture; not ok if you expect identical arch.
[MODEL] Loading Qwen (trainable)...

Loading weights:   0%|          | 0/290 [00:00<?, ?it/s]
Loading weights: 100%|██████████| 290/290 [00:00<00:00, 8784.77it/s]
[MODEL] Building proj1 (768→896 via 2048)...
[MODEL] Trainable: 501.6M / Total: 589.1M params
[CKPT] Loading Stage 1 NoGemma proj1 from ../checkpoints/stage1_nogemma/stage1_nogemma_best.pt
  Stage 1 val loss was: 3.3411 (epoch 4)

============================================================
EPOCH 1/3
============================================================
[DATA] Starting train loop... (29259 batches)

[Epoch 1/3] Step 1/29259 | Loss 2.4323 (avg 2.4323) | Elapsed 2s | ETA 16h 35m 2s | Samples/s 8
[Epoch 1/3] Step 2/29259 | Loss 2.3175 (avg 2.3749) | Elapsed 2s | ETA 9h 19m 12s | Samples/s 14
[Epoch 1/3] Step 3/29259 | Loss 2.1766 (avg 2.3088) | Elapsed 2s | ETA 6h 54m 6s | Samples/s 19
[Epoch 1/3] Step 4/29259 | Loss 2.0188 (avg 2.2363) | Elapsed 2s | ETA 5h 41m 46s | Samples/s 23
[Epoch 1/3] Step 5/29259 | Loss 1.9850 (avg 2.1860) | Elapsed 3s | ETA 4h 58m 13s | Samples/s 26
[Epoch 1/3] Step 6/29259 | Loss 1.7622 (avg 2.1154) | Elapsed 3s | ETA 4h 28m 53s | Samples/s 29
[Epoch 1/3] Step 7/29259 | Loss 2.0026 (avg 2.0993) | Elapsed 3s | ETA 4h 8m 18s | Samples/s 31
[Epoch 1/3] Step 8/29259 | Loss 1.8931 (avg 2.0735) | Elapsed 3s | ETA 3h 52m 59s | Samples/s 33
[Epoch 1/3] Step 9/29259 | Loss 2.0541 (avg 2.0713) | Elapsed 4s | ETA 3h 40m 42s | Samples/s 35
[Epoch 1/3] Step 10/29259 | Loss 1.9273 (avg 2.0569) | Elapsed 4s | ETA 3h 31m 51s | Samples/s 37
[Epoch 1/3] Step 11/29259 | Loss 1.9455 (avg 2.0468) | Elapsed 4s | ETA 3h 24m 0s | Samples/s 38
[Epoch 1/3] Step 12/29259 | Loss 1.9111 (avg 2.0355) | Elapsed 4s | ETA 3h 17m 28s | Samples/s 39
[Epoch 1/3] Step 13/29259 | Loss 2.0584 (avg 2.0373) | Elapsed 5s | ETA 3h 11m 52s | Samples/s 41
[Epoch 1/3] Step 14/29259 | Loss 2.0300 (avg 2.0367) | Elapsed 5s | ETA 3h 7m 4s | Samples/s 42
[Epoch 1/3] Step 15/29259 | Loss 1.9909 (avg 2.0337) | Elapsed 5s | ETA 3h 2m 54s | Samples/s 43
[Epoch 1/3] Step 16/29259 | Loss 1.9813 (avg 2.0304) | Elapsed 5s | ETA 2h 59m 18s | Samples/s 43
[Epoch 1/3] Step 17/29259 | Loss 1.9250 (avg 2.0242) | Elapsed 6s | ETA 2h 56m 8s | Samples/s 44
[Epoch 1/3] Step 18/29259 | Loss 1.9144 (avg 2.0181) | Elapsed 6s | ETA 2h 53m 17s | Samples/s 45
[Epoch 1/3] Step 19/29259 | Loss 1.8824 (avg 2.0110) | Elapsed 6s | ETA 2h 50m 39s | Samples/s 46
[Epoch 1/3] Step 20/29259 | Loss 2.0650 (avg 2.0137) | Elapsed 6s | ETA 2h 48m 16s | Samples/s 46
[Epoch 1/3] Step 21/29259 | Loss 1.8275 (avg 2.0048) | Elapsed 7s | ETA 2h 46m 15s | Samples/s 47
[Epoch 1/3] Step 22/29259 | Loss 2.0655 (avg 2.0076) | Elapsed 7s | ETA 2h 44m 25s | Samples/s 47
[Epoch 1/3] Step 23/29259 | Loss 1.6450 (avg 1.9918) | Elapsed 7s | ETA 2h 42m 39s | Samples/s 48
[Epoch 1/3] Step 24/29259 | Loss 1.7473 (avg 1.9816) | Elapsed 7s | ETA 2h 40m 56s | Samples/s 48
[Epoch 1/3] Step 25/29259 | Loss 1.9045 (avg 1.9785) | Elapsed 8s | ETA 2h 39m 29s | Samples/s 49
[Epoch 1/3] Step 26/29259 | Loss 1.6638 (avg 1.9664) | Elapsed 8s | ETA 2h 38m 6s | Samples/s 49
[Epoch 1/3] Step 27/29259 | Loss 1.8156 (avg 1.9608) | Elapsed 8s | ETA 2h 36m 49s | Samples/s 50
[Epoch 1/3] Step 28/29259 | Loss 1.9502 (avg 1.9605) | Elapsed 8s | ETA 2h 35m 54s | Samples/s 50
[Epoch 1/3] Step 29/29259 | Loss 1.7580 (avg 1.9535) | Elapsed 9s | ETA 2h 34m 51s | Samples/s 50
[Epoch 1/3] Step 30/29259 | Loss 1.8370 (avg 1.9496) | Elapsed 9s | ETA 2h 33m 47s | Samples/s 51
[Epoch 1/3] Step 31/29259 | Loss 1.9479 (avg 1.9495) | Elapsed 9s | ETA 2h 32m 51s | Samples/s 51
[Epoch 1/3] Step 32/29259 | Loss 1.8260 (avg 1.9457) | Elapsed 9s | ETA 2h 31m 59s | Samples/s 51
[Epoch 1/3] Step 33/29259 | Loss 1.9202 (avg 1.9449) | Elapsed 10s | ETA 2h 31m 11s | Samples/s 52
[Epoch 1/3] Step 34/29259 | Loss 1.9966 (avg 1.9464) | Elapsed 10s | ETA 2h 30m 27s | Samples/s 52
[Epoch 1/3] Step 35/29259 | Loss 1.9546 (avg 1.9467) | Elapsed 10s | ETA 2h 29m 44s | Samples/s 52
[Epoch 1/3] Step 36/29259 | Loss 1.7582 (avg 1.9414) | Elapsed 11s | ETA 2h 28m 59s | Samples/s 52
[Epoch 1/3] Step 37/29259 | Loss 1.8423 (avg 1.9387) | Elapsed 11s | ETA 2h 28m 17s | Samples/s 53
[Epoch 1/3] Step 38/29259 | Loss 1.8552 (avg 1.9365) | Elapsed 11s | ETA 2h 27m 42s | Samples/s 53
[Epoch 1/3] Step 39/29259 | Loss 1.7951 (avg 1.9329) | Elapsed 11s | ETA 2h 27m 11s | Samples/s 53
[Epoch 1/3] Step 40/29259 | Loss 2.0334 (avg 1.9354) | Elapsed 12s | ETA 2h 26m 36s | Samples/s 53
[Epoch 1/3] Step 41/29259 | Loss 2.2293 (avg 1.9426) | Elapsed 12s | ETA 2h 26m 4s | Samples/s 53
[Epoch 1/3] Step 42/29259 | Loss 1.6561 (avg 1.9358) | Elapsed 12s | ETA 2h 25m 34s | Samples/s 54
[Epoch 1/3] Step 43/29259 | Loss 1.6534 (avg 1.9292) | Elapsed 12s | ETA 2h 25m 2s | Samples/s 54
[Epoch 1/3] Step 44/29259 | Loss 1.8064 (avg 1.9264) | Elapsed 13s | ETA 2h 24m 35s | Samples/s 54
[Epoch 1/3] Step 45/29259 | Loss 1.9894 (avg 1.9278) | Elapsed 13s | ETA 2h 24m 9s | Samples/s 54
[Epoch 1/3] Step 46/29259 | Loss 2.0255 (avg 1.9299) | Elapsed 13s | ETA 2h 23m 45s | Samples/s 54
[Epoch 1/3] Step 47/29259 | Loss 1.7724 (avg 1.9266) | Elapsed 13s | ETA 2h 23m 20s | Samples/s 54
[Epoch 1/3] Step 48/29259 | Loss 1.9551 (avg 1.9272) | Elapsed 14s | ETA 2h 23m 0s | Samples/s 54
[Epoch 1/3] Step 49/29259 | Loss 1.8498 (avg 1.9256) | Elapsed 14s | ETA 2h 22m 38s | Samples/s 55
[Epoch 1/3] Step 50/29259 | Loss 1.5833 (avg 1.9188) | Elapsed 14s | ETA 2h 22m 22s | Samples/s 55
[Epoch 1/3] Step 51/29259 | Loss 1.9614 (avg 1.9196) | Elapsed 14s | ETA 2h 22m 1s | Samples/s 55
[Epoch 1/3] Step 52/29259 | Loss 1.9160 (avg 1.9195) | Elapsed 15s | ETA 2h 21m 43s | Samples/s 55
[Epoch 1/3] Step 53/29259 | Loss 1.8628 (avg 1.9185) | Elapsed 15s | ETA 2h 21m 25s | Samples/s 55
[Epoch 1/3] Step 258/29259 | Loss 1.9033 (avg 1.8560) | Elapsed 1m 8s | ETA 2h 8m 57s | Samples/s 60
[Epoch 1/3] Step 259/29259 | Loss 1.8747 (avg 1.8561) | Elapsed 1m 9s | ETA 2h 8m 56s | Samples/s 60
[Epoch 1/3] Step 260/29259 | Loss 1.8386 (avg 1.8561) | Elapsed 1m 9s | ETA 2h 8m 55s | Samples/s 60
[Epoch 1/3] Step 261/29259 | Loss 1.7736 (avg 1.8557) | Elapsed 1m 9s | ETA 2h 8m 54s | Samples/s 60
[Epoch 1/3] Step 262/29259 | Loss 1.8042 (avg 1.8555) | Elapsed 1m 9s | ETA 2h 8m 53s | Samples/s 60
[Epoch 1/3] Step 263/29259 | Loss 1.7155 (avg 1.8550) | Elapsed 1m 10s | ETA 2h 8m 52s | Samples/s 60
[Epoch 1/3] Step 264/29259 | Loss 1.7237 (avg 1.8545) | Elapsed 1m 10s | ETA 2h 8m 52s | Samples/s 60
[Epoch 1/3] Step 265/29259 | Loss 1.9019 (avg 1.8547) | Elapsed 1m 10s | ETA 2h 8m 51s | Samples/s 60
[Epoch 1/3] Step 266/29259 | Loss 1.8422 (avg 1.8546) | Elapsed 1m 10s | ETA 2h 8m 51s | Samples/s 60
[Epoch 1/3] Step 267/29259 | Loss 1.6427 (avg 1.8538) | Elapsed 1m 11s | ETA 2h 8m 52s | Samples/s 60
[Epoch 1/3] Step 268/29259 | Loss 1.8672 (avg 1.8539) | Elapsed 1m 11s | ETA 2h 8m 51s | Samples/s 60
[Epoch 1/3] Step 269/29259 | Loss 1.8573 (avg 1.8539) | Elapsed 1m 11s | ETA 2h 8m 50s | Samples/s 60
[Epoch 1/3] Step 270/29259 | Loss 1.8557 (avg 1.8539) | Elapsed 1m 11s | ETA 2h 8m 49s | Samples/s 60
[Epoch 1/3] Step 271/29259 | Loss 1.9508 (avg 1.8543) | Elapsed 1m 12s | ETA 2h 8m 49s | Samples/s 60
[Epoch 1/3] Step 272/29259 | Loss 1.8005 (avg 1.8541) | Elapsed 1m 12s | ETA 2h 8m 48s | Samples/s 60
[Epoch 1/3] Step 273/29259 | Loss 1.9568 (avg 1.8545) | Elapsed 1m 12s | ETA 2h 8m 48s | Samples/s 60
[Epoch 1/3] Step 274/29259 | Loss 1.6449 (avg 1.8537) | Elapsed 1m 13s | ETA 2h 8m 47s | Samples/s 60
[Epoch 1/3] Step 275/29259 | Loss 1.7897 (avg 1.8535) | Elapsed 1m 13s | ETA 2h 8m 46s | Samples/s 60
[Epoch 1/3] Step 276/29259 | Loss 1.8572 (avg 1.8535) | Elapsed 1m 13s | ETA 2h 8m 47s | Samples/s 60
[Epoch 1/3] Step 277/29259 | Loss 1.8567 (avg 1.8535) | Elapsed 1m 13s | ETA 2h 8m 46s | Samples/s 60
[Epoch 1/3] Step 278/29259 | Loss 1.6761 (avg 1.8528) | Elapsed 1m 14s | ETA 2h 8m 46s | Samples/s 60
[Epoch 1/3] Step 279/29259 | Loss 1.7899 (avg 1.8526) | Elapsed 1m 14s | ETA 2h 8m 45s | Samples/s 60
[Epoch 1/3] Step 280/29259 | Loss 1.4846 (avg 1.8513) | Elapsed 1m 14s | ETA 2h 8m 44s | Samples/s 60
[Epoch 1/3] Step 281/29259 | Loss 1.7060 (avg 1.8508) | Elapsed 1m 14s | ETA 2h 8m 44s | Samples/s 60
[Epoch 1/3] Step 282/29259 | Loss 2.1301 (avg 1.8518) | Elapsed 1m 15s | ETA 2h 8m 44s | Samples/s 60
[Epoch 1/3] Step 283/29259 | Loss 1.7052 (avg 1.8513) | Elapsed 1m 15s | ETA 2h 8m 43s | Samples/s 60
[Epoch 1/3] Step 284/29259 | Loss 1.9196 (avg 1.8515) | Elapsed 1m 15s | ETA 2h 8m 43s | Samples/s 60
[Epoch 1/3] Step 285/29259 | Loss 2.0332 (avg 1.8521) | Elapsed 1m 15s | ETA 2h 8m 42s | Samples/s 60
[Epoch 1/3] Step 286/29259 | Loss 1.8036 (avg 1.8520) | Elapsed 1m 16s | ETA 2h 8m 41s | Samples/s 60
[Epoch 1/3] Step 287/29259 | Loss 1.7413 (avg 1.8516) | Elapsed 1m 16s | ETA 2h 8m 41s | Samples/s 60
[Epoch 1/3] Step 288/29259 | Loss 1.7302 (avg 1.8512) | Elapsed 1m 16s | ETA 2h 8m 40s | Samples/s 60
[Epoch 1/3] Step 289/29259 | Loss 1.8928 (avg 1.8513) | Elapsed 1m 17s | ETA 2h 8m 40s | Samples/s 60
[Epoch 1/3] Step 290/29259 | Loss 1.8516 (avg 1.8513) | Elapsed 1m 17s | ETA 2h 8m 40s | Samples/s 60
[Epoch 1/3] Step 291/29259 | Loss 2.0570 (avg 1.8520) | Elapsed 1m 17s | ETA 2h 8m 39s | Samples/s 60
[Epoch 1/3] Step 292/29259 | Loss 1.7080 (avg 1.8515) | Elapsed 1m 17s | ETA 2h 8m 39s | Samples/s 60
[Epoch 1/3] Step 293/29259 | Loss 2.0435 (avg 1.8522) | Elapsed 1m 18s | ETA 2h 8m 38s | Samples/s 60
[Epoch 1/3] Step 294/29259 | Loss 1.7881 (avg 1.8520) | Elapsed 1m 18s | ETA 2h 8m 38s | Samples/s 60
[Epoch 1/3] Step 295/29259 | Loss 1.8340 (avg 1.8519) | Elapsed 1m 18s | ETA 2h 8m 38s | Samples/s 60
[Epoch 1/3] Step 296/29259 | Loss 1.8707 (avg 1.8520) | Elapsed 1m 18s | ETA 2h 8m 37s | Samples/s 60
[Epoch 1/3] Step 297/29259 | Loss 1.8728 (avg 1.8520) | Elapsed 1m 19s | ETA 2h 8m 36s | Samples/s 60
[Epoch 1/3] Step 298/29259 | Loss 1.9192 (avg 1.8523) | Elapsed 1m 19s | ETA 2h 8m 35s | Samples/s 60
[Epoch 1/3] Step 299/29259 | Loss 1.9186 (avg 1.8525) | Elapsed 1m 19s | ETA 2h 8m 35s | Samples/s 60
[Epoch 1/3] Step 300/29259 | Loss 1.9375 (avg 1.8528) | Elapsed 1m 19s | ETA 2h 8m 34s | Samples/s 60
[Epoch 1/3] Step 301/29259 | Loss 1.8281 (avg 1.8527) | Elapsed 1m 20s | ETA 2h 8m 34s | Samples/s 60
[Epoch 1/3] Step 302/29259 | Loss 1.9256 (avg 1.8529) | Elapsed 1m 20s | ETA 2h 8m 33s | Samples/s 60
[Epoch 1/3] Step 303/29259 | Loss 1.6687 (avg 1.8523) | Elapsed 1m 20s | ETA 2h 8m 33s | Samples/s 60
[Epoch 1/3] Step 304/29259 | Loss 1.7538 (avg 1.8520) | Elapsed 1m 20s | ETA 2h 8m 33s | Samples/s 60
[Epoch 1/3] Step 305/29259 | Loss 1.7704 (avg 1.8517) | Elapsed 1m 21s | ETA 2h 8m 32s | Samples/s 60
[Epoch 1/3] Step 306/29259 | Loss 1.8806 (avg 1.8518) | Elapsed 1m 21s | ETA 2h 8m 32s | Samples/s 60
[Epoch 1/3] Step 307/29259 | Loss 1.7405 (avg 1.8515) | Elapsed 1m 21s | ETA 2h 8m 31s | Samples/s 60
[Epoch 1/3] Step 308/29259 | Loss 1.6071 (avg 1.8507) | Elapsed 1m 22s | ETA 2h 8m 30s | Samples/s 60
[Epoch 1/3] Step 309/29259 | Loss 1.7473 (avg 1.8503) | Elapsed 1m 22s | ETA 2h 8m 30s | Samples/s 60
[Epoch 1/3] Step 310/29259 | Loss 1.8172 (avg 1.8502) | Elapsed 1m 22s | ETA 2h 8m 30s | Samples/s 60
[Epoch 1/3] Step 311/29259 | Loss 1.8055 (avg 1.8501) | Elapsed 1m 22s | ETA 2h 8m 29s | Samples/s 60
[Epoch 1/3] Step 312/29259 | Loss 1.6170 (avg 1.8493) | Elapsed 1m 23s | ETA 2h 8m 28s | Samples/s 60
[Epoch 1/3] Step 313/29259 | Loss 1.9310 (avg 1.8496) | Elapsed 1m 23s | ETA 2h 8m 27s | Samples/s 60
[Epoch 1/3] Step 314/29259 | Loss 1.6738 (avg 1.8490) | Elapsed 1m 23s | ETA 2h 8m 27s | Samples/s 60
[Epoch 1/3] Step 315/29259 | Loss 1.7514 (avg 1.8487) | Elapsed 1m 23s | ETA 2h 8m 26s | Samples/s 60
[Epoch 1/3] Step 316/29259 | Loss 1.8946 (avg 1.8489) | Elapsed 1m 24s | ETA 2h 8m 25s | Samples/s 60
[Epoch 1/3] Step 317/29259 | Loss 1.6444 (avg 1.8482) | Elapsed 1m 24s | ETA 2h 8m 26s | Samples/s 60
[Epoch 1/3] Step 318/29259 | Loss 1.6752 (avg 1.8477) | Elapsed 1m 24s | ETA 2h 8m 25s | Samples/s 60
[Epoch 1/3] Step 319/29259 | Loss 1.8203 (avg 1.8476) | Elapsed 1m 24s | ETA 2h 8m 25s | Samples/s 60
[Epoch 1/3] Step 320/29259 | Loss 1.8537 (avg 1.8476) | Elapsed 1m 25s | ETA 2h 8m 24s | Samples/s 60
[Epoch 1/3] Step 321/29259 | Loss 1.8382 (avg 1.8476) | Elapsed 1m 25s | ETA 2h 8m 24s | Samples/s 60
[Epoch 1/3] Step 322/29259 | Loss 1.7604 (avg 1.8473) | Elapsed 1m 25s | ETA 2h 8m 24s | Samples/s 60
[Epoch 1/3] Step 323/29259 | Loss 1.8426 (avg 1.8473) | Elapsed 1m 26s | ETA 2h 8m 25s | Samples/s 60
[Epoch 1/3] Step 324/29259 | Loss 1.8501 (avg 1.8473) | Elapsed 1m 26s | ETA 2h 8m 24s | Samples/s 60
[Epoch 1/3] Step 325/29259 | Loss 1.7877 (avg 1.8471) | Elapsed 1m 26s | ETA 2h 8m 23s | Samples/s 60
[Epoch 1/3] Step 326/29259 | Loss 2.0383 (avg 1.8477) | Elapsed 1m 26s | ETA 2h 8m 24s | Samples/s 60
[Epoch 1/3] Step 327/29259 | Loss 1.7529 (avg 1.8474) | Elapsed 1m 27s | ETA 2h 8m 23s | Samples/s 60
[Epoch 1/3] Step 328/29259 | Loss 1.8023 (avg 1.8473) | Elapsed 1m 27s | ETA 2h 8m 23s | Samples/s 60
[Epoch 1/3] Step 329/29259 | Loss 1.9572 (avg 1.8476) | Elapsed 1m 27s | ETA 2h 8m 23s | Samples/s 60
[Epoch 1/3] Step 330/29259 | Loss 1.5085 (avg 1.8466) | Elapsed 1m 27s | ETA 2h 8m 22s | Samples/s 60
[Epoch 1/3] Step 331/29259 | Loss 1.9451 (avg 1.8469) | Elapsed 1m 28s | ETA 2h 8m 22s | Samples/s 60
[Epoch 1/3] Step 332/29259 | Loss 1.7314 (avg 1.8465) | Elapsed 1m 28s | ETA 2h 8m 21s | Samples/s 60
[Epoch 1/3] Step 333/29259 | Loss 1.7089 (avg 1.8461) | Elapsed 1m 28s | ETA 2h 8m 21s | Samples/s 60
[Epoch 1/3] Step 334/29259 | Loss 1.8025 (avg 1.8460) | Elapsed 1m 28s | ETA 2h 8m 21s | Samples/s 60
[Epoch 1/3] Step 335/29259 | Loss 1.7906 (avg 1.8458) | Elapsed 1m 29s | ETA 2h 8m 20s | Samples/s 60
[Epoch 1/3] Step 336/29259 | Loss 1.8495 (avg 1.8458) | Elapsed 1m 29s | ETA 2h 8m 19s | Samples/s 60
[Epoch 1/3] Step 337/29259 | Loss 1.7976 (avg 1.8457) | Elapsed 1m 29s | ETA 2h 8m 19s | Samples/s 60
[Epoch 1/3] Step 338/29259 | Loss 1.7669 (avg 1.8455) | Elapsed 1m 29s | ETA 2h 8m 18s | Samples/s 60
[Epoch 1/3] Step 339/29259 | Loss 1.7248 (avg 1.8451) | Elapsed 1m 30s | ETA 2h 8m 18s | Samples/s 60
[Epoch 1/3] Step 340/29259 | Loss 1.9685 (avg 1.8455) | Elapsed 1m 30s | ETA 2h 8m 18s | Samples/s 60
[Epoch 1/3] Step 341/29259 | Loss 1.6568 (avg 1.8449) | Elapsed 1m 30s | ETA 2h 8m 17s | Samples/s 60
[Epoch 1/3] Step 342/29259 | Loss 1.7866 (avg 1.8447) | Elapsed 1m 31s | ETA 2h 8m 16s | Samples/s 60
[Epoch 1/3] Step 343/29259 | Loss 1.9199 (avg 1.8450) | Elapsed 1m 31s | ETA 2h 8m 16s | Samples/s 60
[Epoch 1/3] Step 344/29259 | Loss 1.9335 (avg 1.8452) | Elapsed 1m 31s | ETA 2h 8m 16s | Samples/s 60
[Epoch 1/3] Step 345/29259 | Loss 1.8770 (avg 1.8453) | Elapsed 1m 31s | ETA 2h 8m 16s | Samples/s 60
[Epoch 1/3] Step 346/29259 | Loss 1.8491 (avg 1.8453) | Elapsed 1m 32s | ETA 2h 8m 15s | Samples/s 60
[Epoch 1/3] Step 347/29259 | Loss 1.8677 (avg 1.8454) | Elapsed 1m 32s | ETA 2h 8m 14s | Samples/s 60
[Epoch 1/3] Step 348/29259 | Loss 1.9084 (avg 1.8456) | Elapsed 1m 32s | ETA 2h 8m 14s | Samples/s 60
[Epoch 1/3] Step 349/29259 | Loss 1.8393 (avg 1.8455) | Elapsed 1m 32s | ETA 2h 8m 13s | Samples/s 60
[Epoch 1/3] Step 350/29259 | Loss 1.8054 (avg 1.8454) | Elapsed 1m 33s | ETA 2h 8m 13s | Samples/s 60
[Epoch 1/3] Step 351/29259 | Loss 1.7903 (avg 1.8453) | Elapsed 1m 33s | ETA 2h 8m 12s | Samples/s 60
[Epoch 1/3] Step 352/29259 | Loss 1.8355 (avg 1.8452) | Elapsed 1m 33s | ETA 2h 8m 12s | Samples/s 60
[Epoch 1/3] Step 353/29259 | Loss 1.7556 (avg 1.8450) | Elapsed 1m 33s | ETA 2h 8m 11s | Samples/s 60
[Epoch 1/3] Step 354/29259 | Loss 1.8474 (avg 1.8450) | Elapsed 1m 34s | ETA 2h 8m 11s | Samples/s 60
[Epoch 1/3] Step 355/29259 | Loss 1.8410 (avg 1.8450) | Elapsed 1m 34s | ETA 2h 8m 11s | Samples/s 60
[Epoch 1/3] Step 356/29259 | Loss 1.7062 (avg 1.8446) | Elapsed 1m 34s | ETA 2h 8m 10s | Samples/s 60
[Epoch 1/3] Step 357/29259 | Loss 1.8336 (avg 1.8446) | Elapsed 1m 34s | ETA 2h 8m 10s | Samples/s 60
[Epoch 1/3] Step 358/29259 | Loss 1.8735 (avg 1.8446) | Elapsed 1m 35s | ETA 2h 8m 9s | Samples/s 60
[Epoch 1/3] Step 359/29259 | Loss 1.7402 (avg 1.8444) | Elapsed 1m 35s | ETA 2h 8m 9s | Samples/s 60
[Epoch 1/3] Step 360/29259 | Loss 1.9327 (avg 1.8446) | Elapsed 1m 35s | ETA 2h 8m 9s | Samples/s 60
[Epoch 1/3] Step 361/29259 | Loss 1.7693 (avg 1.8444) | Elapsed 1m 36s | ETA 2h 8m 8s | Samples/s 60
[Epoch 1/3] Step 362/29259 | Loss 1.8925 (avg 1.8445) | Elapsed 1m 36s | ETA 2h 8m 8s | Samples/s 60
[Epoch 1/3] Step 363/29259 | Loss 1.6217 (avg 1.8439) | Elapsed 1m 36s | ETA 2h 8m 8s | Samples/s 60
[Epoch 1/3] Step 364/29259 | Loss 1.7345 (avg 1.8436) | Elapsed 1m 36s | ETA 2h 8m 7s | Samples/s 60
[Epoch 1/3] Step 365/29259 | Loss 1.8884 (avg 1.8437) | Elapsed 1m 37s | ETA 2h 8m 7s | Samples/s 60
[Epoch 1/3] Step 366/29259 | Loss 1.8001 (avg 1.8436) | Elapsed 1m 37s | ETA 2h 8m 6s | Samples/s 60
[Epoch 1/3] Step 367/29259 | Loss 1.8805 (avg 1.8437) | Elapsed 1m 37s | ETA 2h 8m 6s | Samples/s 60
[Epoch 1/3] Step 368/29259 | Loss 1.6597 (avg 1.8432) | Elapsed 1m 37s | ETA 2h 8m 6s | Samples/s 60
[Epoch 1/3] Step 369/29259 | Loss 1.9694 (avg 1.8436) | Elapsed 1m 38s | ETA 2h 8m 5s | Samples/s 60
[Epoch 1/3] Step 370/29259 | Loss 1.7178 (avg 1.8432) | Elapsed 1m 38s | ETA 2h 8m 4s | Samples/s 60
[Epoch 1/3] Step 371/29259 | Loss 1.9049 (avg 1.8434) | Elapsed 1m 38s | ETA 2h 8m 4s | Samples/s 60
[Epoch 1/3] Step 372/29259 | Loss 1.8927 (avg 1.8435) | Elapsed 1m 38s | ETA 2h 8m 3s | Samples/s 60
[Epoch 1/3] Step 373/29259 | Loss 1.7812 (avg 1.8434) | Elapsed 1m 39s | ETA 2h 8m 3s | Samples/s 60
[Epoch 1/3] Step 374/29259 | Loss 1.9267 (avg 1.8436) | Elapsed 1m 39s | ETA 2h 8m 3s | Samples/s 60
[Epoch 1/3] Step 375/29259 | Loss 1.8847 (avg 1.8437) | Elapsed 1m 39s | ETA 2h 8m 2s | Samples/s 60
[Epoch 1/3] Step 376/29259 | Loss 1.7048 (avg 1.8433) | Elapsed 1m 40s | ETA 2h 8m 2s | Samples/s 60
[Epoch 1/3] Step 377/29259 | Loss 1.7325 (avg 1.8430) | Elapsed 1m 40s | ETA 2h 8m 2s | Samples/s 60
[Epoch 1/3] Step 378/29259 | Loss 1.9266 (avg 1.8432) | Elapsed 1m 40s | ETA 2h 8m 1s | Samples/s 60
[Epoch 1/3] Step 379/29259 | Loss 1.9283 (avg 1.8435) | Elapsed 1m 40s | ETA 2h 8m 1s | Samples/s 60
[Epoch 1/3] Step 380/29259 | Loss 2.0537 (avg 1.8440) | Elapsed 1m 41s | ETA 2h 8m 0s | Samples/s 60
